customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,ServiceCount,InternetScore,AvgServiceUsageScore,Churn
0897-FEGMU,Female,0,Yes,No,11,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,99.5,1056.95,4,40,19.373652173619377,Yes
7663-RGWBC,Male,0,No,No,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,,44.15,1,20,,Yes
1120-BMWUB,Female,0,No,No,16,1,No,DSL,0,1,0,1,0,0,Month-to-month,Yes,Mailed check,53.9,834.15,3,20,19.00724141371311,Yes
9124-LHCJQ,Female,0,No,No,1,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Mailed check,85.45,85.45,2,40,16.41715963116249,Yes
4536-PLEQY,Male,0,Yes,No,12,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Credit card (automatic),85.05,999.8,3,40,23.74247640322835,No
7029-IJEJK,Female,0,No,No,54,0,No phone service,DSL,1,0,0,1,0,1,One year,No,Bank transfer (automatic),44.1,2369.7,3,20,13.833696956306529,No
8871-JLMHM,Female,0,Yes,No,68,1,Yes,Fiber optic,0,1,1,1,0,0,Two year,No,Credit card (automatic),90.2,6297.65,4,40,23.940014032681287,No
2235-ZGKPT,Female,0,Yes,Yes,4,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,No,Mailed check,50.85,239.55,1,20,9.253674394080926,Yes
3891-PUQOD,Female,0,No,Yes,1,1,No,DSL,0,0,1,0,0,1,Month-to-month,No,Electronic check,59.2,59.2,3,20,13.718933155292959,Yes
5447-VYTKW,Male,0,No,No,27,1,No,DSL,1,0,0,1,0,0,Month-to-month,No,Mailed check,53.45,1461.45,3,20,16.492270262767754,No
3623-FQBOX,Male,0,No,No,21,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,19.95,416.4,1,0,0.0,No
0689-NKYLF,Male,0,No,No,13,1,No,Fiber optic,0,0,1,0,1,0,Month-to-month,Yes,Electronic check,83.2,1060.6,3,40,21.592264085692197,Yes
8659-HDIYE,Female,1,No,No,64,1,Yes,DSL,0,1,1,1,0,1,Month-to-month,No,Credit card (automatic),74.65,4869.35,5,20,18.73459618207108,No
3658-KIBGF,Female,0,No,No,1,1,No,DSL,1,1,0,0,0,0,Month-to-month,Yes,Electronic check,54.9,54.9,3,20,20.043779123705868,Yes
3474-BAFSJ,Male,0,Yes,No,57,0,No phone service,DSL,0,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),,3265.95,5,20,,No
5519-YLDGW,Female,0,Yes,No,21,1,Yes,Fiber optic,1,0,1,0,1,1,Month-to-month,Yes,Electronic check,103.9,2254.2,5,40,25.918195537733215,Yes
3865-ZFZIB,Male,0,No,No,19,1,No,No,0,0,0,0,0,0,Two year,No,Mailed check,19.65,358.15,1,0,6.0405772892267215,No
1855-AGAWH,Male,0,Yes,No,31,1,No,Fiber optic,0,0,1,0,1,1,One year,Yes,Electronic check,93.8,2939.8,4,40,25.73887437724176,No
7109-CQYUZ,Male,0,No,No,52,1,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Mailed check,89.25,4652.4,7,20,19.811135660210727,No
1370-GGAWX,Female,0,No,No,46,1,Yes,Fiber optic,0,1,1,0,0,1,One year,Yes,Electronic check,94.15,4408.45,4,40,24.83129555112237,No
4680-KUTAJ,Female,1,No,No,11,1,Yes,DSL,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,55.6,580.8,2,20,12.836252777521684,No
5307-UVGNB,Female,0,Yes,Yes,53,0,No phone service,DSL,1,1,1,0,0,1,Month-to-month,Yes,Bank transfer (automatic),,2495.2,4,20,,No
4946-EDSEW,Female,0,Yes,Yes,11,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,19.25,180.3,1,0,,Yes
2883-ILGWO,Male,1,No,No,57,1,Yes,Fiber optic,0,1,0,1,1,1,Month-to-month,Yes,Bank transfer (automatic),104.9,5913.95,5,40,,No
2516-VQRRV,Female,1,No,No,2,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,75.45,158.4,1,40,17.377298975686568,Yes
7580-UGXNC,Female,1,No,No,2,1,No,DSL,1,1,0,0,0,0,Month-to-month,No,Mailed check,,104.2,3,20,,Yes
3642-BYHDO,Female,0,Yes,Yes,71,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.9,1389.35,1,0,3.6086875233922417,No
9629-NHXFW,Female,0,Yes,Yes,1,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,19.4,19.4,1,0,10.24411637606115,No
2696-RZVZW,Male,0,Yes,No,68,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.05,1629.2,1,0,7.971112760400962,No
5766-FTRTS,Male,0,Yes,No,72,1,No,DSL,1,1,1,1,1,1,Two year,No,Mailed check,84.45,6033.1,7,20,27.858891258674678,No
0396-HUJBP,Female,0,No,No,2,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.3,44.4,1,0,0.0,No
5178-LMXOP,Male,1,Yes,No,1,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,95.1,95.1,3,40,17.46738034302525,Yes
8879-ZKJOF,Female,0,No,No,41,1,No,DSL,1,0,1,1,1,1,One year,Yes,Bank transfer (automatic),79.85,3320.75,6,20,26.254809538850537,No
6285-FTQBF,Male,0,Yes,Yes,72,1,Yes,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),25.55,1867.7,1,0,2.027857816853393,No
8185-UPYBR,Male,0,Yes,No,6,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,,438,1,40,,Yes
4585-HETAI,Female,0,Yes,Yes,4,1,No,Fiber optic,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,73.75,325.45,2,40,17.40018472180111,Yes
7526-BEZQB,Male,0,No,No,12,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,96.05,1148.1,3,40,19.750201612392825,Yes
1474-JUWSM,Female,0,Yes,No,58,1,Yes,DSL,1,0,0,1,0,1,One year,Yes,Electronic check,68.4,3972.25,4,20,16.146879293700955,No
3530-CRZSB,Female,0,No,No,7,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.65,155.9,1,0,0.24401353363257927,No
8498-XXGWA,Female,0,Yes,No,65,1,No,DSL,1,0,1,0,0,0,Month-to-month,Yes,Mailed check,55.15,3673.15,3,20,18.47216406125877,No
9617-INGJY,Male,0,No,No,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,70.6,70.6,1,40,19.138097546391002,No
0621-TSSMU,Male,0,Yes,No,56,1,No,No,0,0,0,0,0,0,One year,No,Credit card (automatic),19.95,1126.75,1,0,4.390275002611042,No
7234-KMNRQ,Male,0,No,No,4,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.0,73.45,1,0,10.679719655734072,No
7636-PEPNS,Female,0,Yes,Yes,58,1,No,DSL,0,0,0,0,0,0,One year,Yes,Mailed check,44.1,2413.05,1,20,14.344736260929814,No
4683-WYDOU,Male,0,Yes,No,62,1,Yes,Fiber optic,0,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),107.6,6912.7,5,40,19.568953915140803,No
9052-DHNKM,Male,0,No,No,26,1,Yes,DSL,1,1,0,0,0,0,One year,No,Electronic check,61.55,1581.95,3,20,14.699878610075425,No
6794-HKIAJ,Male,0,No,No,62,1,Yes,Fiber optic,1,1,1,0,0,0,Month-to-month,No,Bank transfer (automatic),,5586.45,4,40,,No
5578-NKCXI,Female,0,Yes,Yes,58,1,No,Fiber optic,1,1,0,0,1,1,One year,No,Credit card (automatic),99.25,5846.65,5,40,20.347801725472273,No
1642-HMARX,Female,0,Yes,No,68,1,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Electronic check,91.7,6424.7,7,20,22.752413098292035,No
3096-WPXBT,Female,0,Yes,Yes,61,1,Yes,Fiber optic,1,1,1,0,0,1,One year,Yes,Credit card (automatic),100.7,6018.65,5,40,31.684544879057686,No
8434-PNQZX,Female,0,No,No,42,1,Yes,DSL,0,0,1,1,1,1,Two year,Yes,Credit card (automatic),78.45,3373.4,5,20,14.956070555047067,No
5950-AAAGJ,Male,0,No,No,18,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,No,Bank transfer (automatic),84.3,1537.9,2,40,18.919973844827812,No
4299-OPXEJ,Female,0,No,No,56,1,No,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),19.55,1080.55,1,0,8.436679103877681,No
4951-UKAAQ,Female,0,No,No,4,1,Yes,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Electronic check,88.95,355.2,3,40,21.926094940155938,Yes
9618-LFJRU,Female,0,No,No,4,1,No,No,0,0,0,0,0,0,Month-to-month,No,Credit card (automatic),20.45,82.85,1,0,0.0,No
6693-DJWTY,Female,0,No,Yes,35,1,No,DSL,1,1,0,0,0,0,One year,No,Credit card (automatic),55.6,2016.45,3,20,15.742469390476485,No
0744-GKNGE,Female,0,Yes,Yes,64,1,Yes,Fiber optic,1,0,0,1,0,0,Month-to-month,Yes,Bank transfer (automatic),86.8,5327.25,3,40,,No
6447-EGDIV,Female,0,No,No,31,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,,683.25,1,0,,No
1167-OYZJF,Female,1,Yes,No,67,1,No,No,0,0,0,0,0,0,Two year,Yes,Bank transfer (automatic),20.05,1263.05,1,0,0.0,No
2108-YKQTY,Female,0,No,No,4,1,No,DSL,0,1,0,0,0,0,Month-to-month,No,Credit card (automatic),50.7,151.3,2,20,5.251261195240104,Yes
4806-DXQCE,Female,1,Yes,No,70,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Electronic check,113.65,7714.65,7,40,32.47470375532325,No
4918-QLLIW,Male,0,No,No,3,1,No,DSL,0,0,0,0,1,0,Month-to-month,No,Credit card (automatic),53.4,188.7,2,20,10.257780752022878,Yes
7056-IMHCC,Male,1,Yes,No,53,1,Yes,Fiber optic,0,1,0,0,1,1,Month-to-month,Yes,Electronic check,101.9,5549.4,4,40,20.3611445383468,Yes
4854-SSLTN,Male,0,Yes,Yes,2,1,No,DSL,1,1,0,1,0,0,Two year,No,Mailed check,59.5,130.5,4,20,18.47861779305345,No
5294-DMSFH,Female,0,Yes,Yes,29,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Credit card (automatic),87.8,2621.75,3,40,24.439953698188564,No
4837-PZTIC,Female,0,No,No,47,0,No phone service,DSL,1,0,1,1,0,0,Two year,No,Mailed check,41.9,1875.25,3,20,18.032420075284893,No
1625-JAIIY,Female,0,Yes,Yes,68,1,Yes,Fiber optic,0,0,0,0,1,0,One year,Yes,Electronic check,83.0,5685.8,2,40,22.27467311987546,Yes
0603-OLQDC,Male,0,No,Yes,12,1,No,DSL,1,0,0,0,1,1,Month-to-month,Yes,Mailed check,69.85,837.5,4,20,19.385146643885143,No
3272-VUHPV,Female,0,Yes,Yes,8,1,No,DSL,0,1,0,1,0,0,Month-to-month,No,Bank transfer (automatic),56.3,401.5,3,20,16.240358349249327,No
4176-FXYBO,Male,0,Yes,No,54,1,Yes,Fiber optic,1,1,1,0,1,1,Month-to-month,No,Electronic check,109.55,6118.95,6,40,30.969508136133353,No
1063-DHQJF,Male,0,Yes,Yes,69,1,No,Fiber optic,0,1,0,1,1,0,Two year,Yes,Mailed check,92.15,6480.9,4,40,20.029169718339634,No
8663-UPDGF,Female,0,No,No,26,1,Yes,DSL,1,1,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),69.5,1800.05,4,20,21.39765300377055,No
6719-FGEDO,Female,0,Yes,No,72,1,Yes,Fiber optic,1,1,1,1,0,0,Two year,Yes,Bank transfer (automatic),97.0,7104.2,5,40,26.574808938952945,No
1837-YQUCE,Female,0,No,No,70,0,No phone service,DSL,1,0,1,1,1,1,Two year,Yes,Bank transfer (automatic),58.35,4214.25,5,20,22.869425722533766,No
2947-DOMLJ,Male,0,No,Yes,1,1,No,DSL,1,0,0,0,0,0,Month-to-month,No,Mailed check,50.6,50.6,2,20,17.781111829939874,Yes
4112-LUEIZ,Male,0,No,No,10,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,89.5,863.1,3,40,18.0772642043332,Yes
0369-ZGOVK,Female,0,Yes,Yes,28,1,No,Fiber optic,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),70.4,1992.2,1,40,23.638617885404788,No
4510-HIMLV,Male,0,No,No,1,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.8,69.8,1,40,18.118331591544564,Yes
9919-KNPOO,Female,0,Yes,No,21,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.3,1948.35,3,40,24.72117020427161,No
8749-JMNKX,Male,1,Yes,No,51,1,Yes,Fiber optic,1,0,1,0,1,0,Month-to-month,Yes,Bank transfer (automatic),93.8,4750.95,4,40,26.426950633981498,Yes
7872-BAAZR,Female,0,Yes,Yes,53,1,No,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),,1007.9,1,0,,No
9391-LMANN,Male,0,No,Yes,53,1,No,Fiber optic,1,1,1,0,0,1,One year,No,Electronic check,95.95,5036.9,5,40,21.618628976034607,No
2430-USGXP,Male,0,Yes,No,24,1,Yes,Fiber optic,0,0,1,0,1,1,Month-to-month,Yes,Electronic check,101.05,2391.8,4,40,23.520022233796617,Yes
8174-TBVCF,Female,0,Yes,No,70,1,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),94.8,6859.05,7,20,30.16048262111677,No
1698-XFZCI,Male,0,No,No,61,1,Yes,Fiber optic,1,1,1,0,1,1,One year,Yes,Electronic check,107.75,6521.9,6,40,29.63972891778171,No
1877-HKBQX,Female,0,No,No,11,1,No,DSL,1,0,0,1,0,0,One year,Yes,Mailed check,54.6,617.85,3,20,12.608452313588646,No
4450-DLLMH,Male,0,No,No,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),71.3,157.75,1,40,10.00000843542838,No
0428-AXXLJ,Male,0,No,No,25,1,No,No,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),19.5,516.3,1,0,0.0,No
2746-DIJLO,Female,0,No,No,41,1,Yes,DSL,0,1,0,0,0,0,One year,Yes,Credit card (automatic),56.3,2364,2,20,15.988153811063809,No
5955-ERIHD,Male,0,Yes,No,18,1,Yes,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,94.7,1687.95,3,40,25.768449622483462,Yes
0917-EZOLA,Male,1,Yes,No,72,1,Yes,Fiber optic,0,1,1,0,1,1,Two year,Yes,Bank transfer (automatic),104.15,7689.95,5,40,34.169617564162394,Yes
3508-VLHCZ,Female,0,Yes,Yes,71,1,Yes,DSL,1,1,1,1,1,1,Two year,Yes,Credit card (automatic),90.55,6239.05,7,20,24.046455796282505,No
4086-ATNFV,Female,0,Yes,Yes,34,1,No,DSL,1,1,1,0,0,0,One year,Yes,Mailed check,60.8,2042.05,4,20,15.465662125647196,No
0468-YRPXN,Male,0,No,No,29,1,No,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Credit card (automatic),98.8,2807.1,5,40,28.06737814090376,No
5996-NRVXR,Male,1,Yes,No,40,1,No,Fiber optic,1,1,1,1,1,0,One year,Yes,Credit card (automatic),98.15,4116.8,6,40,26.17906673730467,No
3739-YBWAB,Male,0,Yes,No,36,0,No phone service,DSL,1,0,1,0,0,0,One year,No,Mailed check,35.35,1317.95,2,20,13.448528342800904,No
7047-FWEYA,Female,0,Yes,No,46,1,Yes,Fiber optic,0,1,0,1,1,1,One year,Yes,Electronic check,103.15,4594.65,5,40,30.911524173195353,No
2000-MPKCA,Female,0,No,No,58,1,Yes,Fiber optic,1,1,1,0,1,1,One year,Yes,Electronic check,107.75,6332.75,6,40,27.03386999491645,No
9762-YAQAA,Male,0,No,No,39,1,Yes,Fiber optic,0,1,0,0,0,0,One year,No,Credit card (automatic),81.4,3213.75,2,40,19.63618034781093,No
5949-EBSQK,Male,0,Yes,Yes,4,1,No,DSL,0,0,0,1,0,1,Month-to-month,No,Credit card (automatic),61.45,229.55,3,20,16.297146803217387,Yes
5473-KHBPS,Female,0,Yes,Yes,52,1,Yes,Fiber optic,0,1,1,0,1,0,One year,Yes,Credit card (automatic),,4976.15,4,40,,No
0100-DUVFC,Male,1,Yes,No,70,1,Yes,Fiber optic,0,1,1,0,1,1,One year,Yes,Electronic check,104.8,7308.95,5,40,27.49511314759479,No
5397-TUPSH,Male,1,Yes,No,65,1,No,Fiber optic,0,0,0,0,0,0,One year,Yes,Bank transfer (automatic),70.95,4555.2,1,40,21.111049857311965,No
8950-MTZNV,Male,0,No,No,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,44.95,44.95,1,20,9.242919076912342,No
0326-VDYXE,Female,0,Yes,No,70,1,Yes,Fiber optic,0,0,1,0,1,1,One year,Yes,Electronic check,97.65,6982.5,4,40,27.52341423932038,No
6773-LQTVT,Female,1,Yes,Yes,29,0,No phone service,DSL,0,1,1,0,0,0,Month-to-month,Yes,Mailed check,35.65,1025.15,2,20,11.504753035400073,No
7274-RTAPZ,Male,0,No,No,1,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,90.55,90.55,3,40,28.80213873360789,Yes
0436-TWFFZ,Female,0,No,No,67,1,Yes,DSL,1,0,1,1,1,1,Two year,Yes,Mailed check,85.25,5714.2,6,20,25.175741332019005,No
8566-YPRGL,Female,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,19.5,19.5,1,0,3.457636050955964,No
0311-UNPFF,Female,0,No,No,26,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Bank transfer (automatic),88.8,2274.35,3,40,17.869828139033714,Yes
6609-MXJHJ,Female,0,Yes,Yes,30,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Mailed check,25.1,789.55,1,0,0.0,No
2669-OIDSD,Female,0,Yes,No,48,1,No,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Credit card (automatic),100.05,4834,5,40,29.060089489784957,No
8400-WZICQ,Female,0,Yes,Yes,55,1,No,DSL,1,1,0,0,0,0,Month-to-month,No,Electronic check,55.7,3131.8,3,20,19.436111615039728,No
3834-XUIFC,Male,0,No,No,7,1,Yes,Fiber optic,0,0,0,0,0,1,Month-to-month,Yes,Mailed check,85.2,602.55,2,40,21.021582567383643,Yes
9576-SYUHJ,Male,0,No,No,37,1,Yes,Fiber optic,1,0,0,0,1,0,Month-to-month,Yes,Electronic check,91.15,3369.25,3,40,21.276326995456692,No
0410-IPFTY,Female,0,Yes,No,31,1,No,Fiber optic,0,1,0,0,0,1,Month-to-month,Yes,Bank transfer (automatic),83.85,2674.15,3,40,20.82839876686258,No
2831-EBWRN,Male,0,No,No,4,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,45.9,199.75,1,20,10.018145614893573,No
9430-NKQLY,Male,0,Yes,Yes,72,1,Yes,No,0,0,0,0,0,0,Two year,Yes,Credit card (automatic),25.1,1790.8,1,0,2.546763587306426,No
8414-MYSHR,Male,1,No,No,5,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,91.4,449.75,3,40,22.083222037662576,Yes
0247-SLUJI,Male,0,Yes,Yes,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.7,19.7,1,0,0.2842648151820031,No
9402-ORRAH,Female,1,No,No,15,1,No,Fiber optic,0,0,0,0,1,1,Month-to-month,Yes,Electronic check,91.5,1400.3,3,40,21.68397708376336,No
6483-OATDN,Male,0,Yes,Yes,8,1,No,DSL,1,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),51.3,411.6,2,20,12.572200258230847,No
1293-HHSHJ,Female,0,No,No,35,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,21.1,741,1,0,4.1108675131842345,No
4840-ORQXB,Female,1,No,No,56,1,Yes,Fiber optic,0,1,1,0,1,1,Month-to-month,No,Electronic check,,5841.35,5,40,,No
7599-FKVXZ,Male,0,Yes,No,42,1,Yes,Fiber optic,0,0,1,1,1,1,Month-to-month,Yes,Bank transfer (automatic),106.15,4512.7,5,40,20.039291204036488,Yes
3982-DQLUS,Male,1,Yes,Yes,65,1,Yes,Fiber optic,1,1,0,0,0,0,Month-to-month,Yes,Electronic check,85.75,5688.45,3,40,25.772267973473713,No
8610-ZIKJJ,Female,0,Yes,Yes,2,1,No,No,0,0,0,0,0,0,One year,No,Mailed check,20.3,31.9,1,0,4.4926789503437154,No
3756-VNWDH,Male,1,Yes,No,65,1,Yes,Fiber optic,1,0,0,0,1,1,One year,Yes,Electronic check,100.75,6674.65,4,40,,No
7801-KICAO,Female,0,No,No,18,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,74.15,1345.75,1,40,12.421260718906911,No
7673-LPRNY,Female,0,No,No,23,1,Yes,DSL,1,0,1,0,1,1,One year,Yes,Electronic check,78.55,1843.05,5,20,23.667537442754256,No
8229-TNIQA,Female,0,No,No,4,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,45.3,196.95,1,20,,Yes
6060-QBMGV,Male,0,Yes,No,70,1,No,No,0,0,0,0,0,0,Two year,No,Credit card (automatic),,1433.8,1,0,,No
7339-POGZN,Female,0,No,No,4,1,Yes,DSL,0,0,0,0,0,0,Month-to-month,No,Electronic check,50.7,214.55,1,20,10.97232594360667,No
2828-SLQPF,Male,0,No,No,19,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),45.0,865.85,1,20,8.947215491523973,No
4465-VDKIQ,Female,0,No,No,18,1,No,Fiber optic,0,1,1,0,0,0,Month-to-month,No,Electronic check,,1358.6,3,40,,No
2921-XWDJH,Female,1,Yes,No,38,1,No,Fiber optic,1,0,0,0,0,1,Month-to-month,Yes,Electronic check,83.45,3147.15,3,40,25.285069959954836,No
6221-AVQYL,Male,0,No,No,2,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Credit card (automatic),73.25,131.05,1,40,12.409363654787786,Yes
2558-BUOZZ,Male,0,No,No,47,1,Yes,Fiber optic,1,1,0,0,1,0,One year,No,Bank transfer (automatic),94.8,4535.85,4,40,21.194852651929004,No
9257-AZMTZ,Female,0,Yes,Yes,52,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),20.1,1078.75,1,0,4.566122941357742,No
0003-MKNFE,Male,0,No,No,9,1,Yes,DSL,0,0,0,0,0,1,Month-to-month,No,Mailed check,59.9,542.4,2,20,14.256861680126425,No
0975-UYDTX,Female,0,Yes,No,26,1,Yes,DSL,1,1,1,1,1,1,One year,Yes,Credit card (automatic),,2312.55,7,20,,No
7743-EXURX,Male,0,Yes,Yes,8,1,No,DSL,0,0,1,0,0,0,Month-to-month,Yes,Electronic check,51.05,415.05,2,20,15.741816176749522,Yes
4682-BLBUC,Male,0,Yes,No,44,1,No,DSL,0,1,1,1,1,0,One year,Yes,Electronic check,70.95,3250.45,5,20,29.07034142035828,No
0975-VOOVL,Female,0,No,No,3,0,No phone service,DSL,0,1,0,0,0,0,Month-to-month,No,Mailed check,29.2,98.5,1,20,9.197634957621561,No
5968-VXZLG,Male,0,No,No,2,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Bank transfer (automatic),46.6,87.9,1,20,10.287362351506461,No
5569-KGJHX,Female,0,Yes,Yes,9,1,Yes,Fiber optic,0,0,0,0,1,0,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,2,40,17.479436493472676,Yes
4988-IQIGL,Male,1,No,No,1,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,75.35,75.35,1,40,14.849032220199058,Yes
5201-FRKKS,Male,0,No,No,25,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),74.3,1952.25,2,40,20.345797402741262,No
9799-CAYJJ,Female,1,Yes,No,2,1,No,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,69.3,153.8,1,40,14.961004988947135,No
7730-IUTDZ,Male,0,No,No,43,1,No,Fiber optic,1,0,0,0,0,0,Month-to-month,Yes,Electronic check,75.2,3198.6,2,40,,Yes
0426-TIRNE,Female,0,No,No,1,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,20.9,20.9,1,0,3.871328209763346,Yes
5443-SCMKX,Female,0,Yes,No,58,1,Yes,Fiber optic,0,1,1,0,0,1,One year,Yes,Electronic check,94.3,5610.15,4,40,19.187277786679466,No
8295-KMENE,Female,0,Yes,Yes,59,1,Yes,DSL,1,0,1,1,1,0,Two year,Yes,Mailed check,76.45,4519.5,5,20,16.979403874175105,No
6738-ISCBM,Male,0,No,No,44,0,No phone service,DSL,1,0,1,0,1,1,One year,Yes,Electronic check,54.0,2440.25,4,20,22.18764237124923,No
9821-BESNZ,Male,0,No,No,66,1,Yes,Fiber optic,0,1,0,1,1,1,One year,Yes,Electronic check,104.25,6860.6,5,40,33.87376631605634,No
3678-MNGZX,Male,0,Yes,Yes,68,1,No,No,0,0,0,0,0,0,Two year,No,Bank transfer (automatic),19.95,1377.7,1,0,5.200130272926202,No
1335-NTIUC,Male,0,No,No,9,0,No phone service,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,24.95,190.25,0,20,7.511930115261854,No
2916-BQZLN,Male,0,No,No,19,1,Yes,Fiber optic,1,0,1,0,0,0,Month-to-month,Yes,Electronic check,84.75,1651.95,3,40,21.952112814813198,No
4558-CGYCZ,Male,0,No,No,4,1,No,No,0,0,0,0,0,0,Month-to-month,No,Mailed check,19.75,78.3,1,0,6.846787633337288,No
2368-GAKKQ,Female,0,No,No,70,1,Yes,Fiber optic,1,1,1,1,1,1,Two year,Yes,Bank transfer (automatic),113.65,7939.25,7,40,38.91361165234785,No
8710-YGLWG,Male,0,No,No,1,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Mailed check,44.9,44.9,1,20,3.731046880728398,No
3199-XGZCY,Female,0,No,No,8,1,Yes,Fiber optic,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,75.25,576.7,1,40,13.311215359961672,No
3785-KTYSH,Male,0,No,No,53,1,Yes,No,0,0,0,0,0,0,Two year,No,Mailed check,24.6,1279,1,0,3.603001307800996,No
6814-ZPWFQ,Male,1,No,No,51,1,Yes,No,0,0,0,0,0,0,One year,No,Bank transfer (automatic),25.0,1260.7,1,0,3.9993606481171087,No
4063-EIKNQ,Male,0,Yes,Yes,11,1,No,No,0,0,0,0,0,0,Month-to-month,No,Bank transfer (automatic),20.95,267.35,1,0,0.0,No
6993-YCOBK,Male,0,Yes,Yes,60,1,Yes,Fiber optic,1,0,1,1,1,1,Two year,Yes,Electronic check,110.6,6586.85,6,40,33.20423468365696,No
5206-HPJKM,Male,0,No,No,17,1,No,DSL,1,1,0,0,0,0,Month-to-month,Yes,Credit card (automatic),55.5,934.15,3,20,27.712105205437275,No
7587-RZNME,Male,0,No,No,3,1,No,DSL,0,0,0,0,0,0,Month-to-month,Yes,Electronic check,43.3,123.65,1,20,13.953096118282286,Yes
